"Time (s);""Linear Acceleration x (m/s^2)"";""Linear Acceleration y (m/s^2)"";""Linear Acceleration z (m/s^2)"";""Absolute acceleration (m/s^2)""",Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
2.848539792E0;-2.656225764E0;-8.904508370E-1;-6.533209531E-1;2.876676254E0,,,,,
2.858557792E0;-2.571116617E0;-7.748554766E-1;-7.464565735E-1;2.787156092E0,,,,,
2.868575792E0;-2.472415032E0;-6.543022621E-1;-7.029437873E-1;2.652372053E0,,,,,
2.878594792E0;-2.328071836E0;-6.343036151E-1;-8.803211206E-1;2.568506341E0,,,,,
2.888612792E0;-2.237228324E0;-7.058080459E-1;-1.342450109E0;2.702874001E0,,,,,
2.898630792E0;-2.161809182E0;-1.057345574E0;-2.053300062E0;3.163453769E0,,,,,
2.908648792E0;-1.630325931E0;-2.091829705E0;-3.211384684E0;4.164937664E0,,,,,
2.918666792E0;-4.034233814E-1;-3.761102770E0;-4.141763233E0;5.609175265E0,,,,,
2.928685792E0;1.105358816E0;-5.467526704E0;-3.281871407E0;6.471966185E0,,,,,
2.938703792E0;2.370157755E0;-6.807580478E0;-2.398801218E-1;7.212374243E0,,,,,
2.948721792E0;3.040253931E0;-7.503872180E0;2.507156264E0;8.475675442E0,,,,,
2.958739792E0;2.776594791E0;-7.079059099E0;4.145496388E0;8.660698394E0,,,,,
2.968757792E0;1.485692128E0;-5.259885060E0;5.042133579E0;7.436180671E0,,,,,
2.978776792E0;-4.388183320E-1;-2.407156597E0;4.978034062E0;5.546871869E0,,,,,
2.988794792E0;-2.117374436E0;9.741285861E-2;4.110363393E0;4.624700097E0,,,,,
2.998812792E0;-3.081142926E0;1.682638046E0;3.658906597E0;5.070730717E0,,,,,
3.008830792E0;-3.397300707E0;2.813755016E0;4.122375328E0;6.037619376E0,,,,,
3.018848792E0;-3.069646130E0;3.431059606E0;5.301288024E0;7.021292766E0,,,,,
3.028866792E0;-2.223371592E0;3.310369567E0;6.816233772E0;7.897022904E0,,,,,
3.038885792E0;-1.320117692E0;2.398976342E0;8.110412630E0;8.560174721E0,,,,,
3.048903792E0;-3.447927654E-1;1.292458608E0;8.632941456E0;8.735960708E0,,,,,
3.058921792E0;7.968626422E-1;4.568067062E-1;8.174582899E0;8.226023827E0,,,,,
3.068939792E0;2.004840678E0;-2.429792923E-1;6.940119900E0;7.227979614E0,,,,,
3.078957958E0;3.248232375E0;-4.777637118E-1;5.072272468E0;6.042120465E0,,,,,
3.088976958E0;4.297418745E0;-2.997347063E-1;3.518977464E0;5.562450104E0,,,,,
3.098994958E0;5.098108390E0;3.056614441E-1;2.688567299E0;5.771700979E0,,,,,
3.109012958E0;5.421842993E0;1.216809670E0;2.820182276E0;6.231407167E0,,,,,
3.119030958E0;5.459100866E0;2.264914305E0;3.395570515E0;6.816268642E0,,,,,
3.129048958E0;5.252386006E0;3.176753672E0;3.718754311E0;7.176939199E0,,,,,
3.139067958E0;4.871618246E0;3.785433034E0;3.136838239E0;6.921121421E0,,,,,
3.149085958E0;4.281752300E0;3.994756923E0;2.034820522E0;6.199353207E0,,,,,
3.159103958E0;3.401910651E0;3.696386957E0;1.215504060E0;5.168531971E0,,,,,
3.169121958E0;2.516746282E0;3.155852215E0;3.566930187E-1;4.052239500E0,,,,,
3.179139958E0;1.730584629E0;2.583050199E0;-1.703294650E-1;3.113853500E0,,,,,
3.189157958E0;1.251404722E0;2.135146464E0;-2.427646995E-1;2.486724532E0,,,,,
3.199176958E0;1.129830583E0;1.891653201E0;-1.293193603E-1;2.207168430E0,,,,,
3.209194958E0;1.255480231E0;1.616459259E0;-4.118310928E-2;2.047160764E0,,,,,
3.219212958E0;1.380813544E0;1.257655395E0;9.992891550E-3;1.867737400E0,,,,,
3.229230958E0;1.273541111E0;1.003406764E0;-7.600210905E-3;1.621354329E0,,,,,
3.239248958E0;9.162814969E-1;8.677881986E-1;-4.171162449E-2;1.262682858E0,,,,,
3.249267958E0;4.376740319E-1;8.929271328E-1;-2.172357559E-2;9.946604126E-1,,,,,
3.259285958E0;-3.525871038E-3;9.858464062E-1;-2.802921295E-2;9.862510863E-1,,,,,
3.269303958E0;-4.112498796E-1;1.066223987E0;-7.998987358E-2;1.145582137E0,,,,,
3.279321958E0;-8.094347405E-1;1.218748607E0;-1.045142289E-1;1.466784234E0,,,,,
3.289339958E0;-1.085167211E0;1.485037240E0;-6.124245767E-2;1.840291857E0,,,,,
3.299358958E0;-1.297091941E0;1.836821521E0;8.240839161E-2;2.250144872E0,,,,,
3.309376958E0;-1.434757032E0;2.062615262E0;1.037530676E-1;2.514691663E0,,,,,
3.319394958E0;-1.528087950E0;2.186196164E0;-1.600898210E-1;2.672103142E0,,,,,
3.329412958E0;-1.595557217E0;2.438409380E0;-8.399186146E-1;3.032673147E0,,,,,
3.339430958E0;-1.604873001E0;2.798586754E0;-1.578438324E0;3.591541829E0,,,,,
3.349449958E0;-1.544957752E0;3.220707777E0;-1.996120141E0;4.091985906E0,,,,,
3.359467958E0;-1.566255650E0;3.582194928E0;-2.532602177E0;4.658256224E0,,,,,
3.369485958E0;-1.560850484E0;3.952735323E0;-3.577045870E0;5.554784237E0,,,,,
3.379503958E0;-1.745545900E0;3.961526027E0;-3.975489178E0;5.877510795E0,,,,,
3.389521958E0;-2.302739943E0;3.088276529E0;-3.286489538E0;5.063701872E0,,,,,
3.399540958E0;-2.956893101E0;1.588100848E0;-1.738717668E0;3.780002678E0,,,,,
3.409558958E0;-3.555241018E0;3.308717144E-1;7.484716702E-1;3.648208413E0,,,,,
3.419576958E0;-3.707760960E0;-3.212811112E-1;3.026129397E0;4.796683440E0,,,,,
3.429594958E0;-3.004198830E0;-7.000707579E-1;3.894277200E0;4.967967853E0,,,,,
3.439612958E0;-1.267813763E0;-1.001732122E0;3.334601598E0;3.705453656E0,,,,,
3.449631958E0;1.410555992E0;-1.635238761E0;2.405193686E0;3.232434173E0,,,,,
3.459649958E0;4.887560095E0;-3.100467973E0;1.120541770E0;5.895486340E0,,,,,
3.469667958E0;8.724212984E0;-4.929620871E0;1.138734285E-1;1.002127843E1,,,,,
3.479685958E0;1.191686407E1;-6.166718041E0;-6.199066007E-1;1.343221295E1,,,,,
3.489703958E0;1.412528023E1;-6.655099711E0;-1.456801035E0;1.568235196E1,,,,,
3.499722958E0;1.520426226E1;-6.935607603E0;-1.806425940E0;1.680878992E1,,,,,
3.509740958E0;1.524550852E1;-7.259407695E0;-1.263379819E0;1.693282784E1,,,,,
3.519758958E0;1.463658650E1;-7.316164863E0;-3.777955834E-1;1.636761015E1,,,,,
3.529776958E0;1.393545389E1;-7.388575612E0;-6.211142700E-2;1.577313483E1,,,,,
3.539794958E0;1.286520175E1;-7.383829427E0;-7.276836491E-1;1.485139309E1,,,,,
3.549813958E0;1.074507386E1;-7.181858997E0;-1.856635981E0;1.305690653E1,,,,,
3.559831958E0;8.191408262E0;-6.864100834E0;-2.472324400E0;1.096938638E1,,,,,
3.569849958E0;5.917965208E0;-6.861267273E0;-2.939218723E0;9.525665724E0,,,,,
3.579867958E0;3.908052655E0;-7.122079988E0;-3.026926957E0;8.669439758E0,,,,,
3.589885958E0;1.954173385E0;-6.907537460E0;-2.288425959E0;7.534571039E0,,,,,
3.599903958E0;-9.572652161E-2;-5.876182759E0;-9.990167478E-1;5.961268476E0,,,,,
3.609922958E0;-2.140941054E0;-4.297926868E0;5.719103158E-1;4.835585318E0,,,,,
3.619940958E0;-3.658503431E0;-2.613092024E0;2.292763424E0;5.046747606E0,,,,,
3.629958958E0;-4.427232195E0;-9.723177034E-1;3.215119593E0;5.557227782E0,,,,,
3.639976958E0;-5.075790737E0;9.025235832E-1;3.348236135E0;6.147266518E0,,,,,
3.649995958E0;-6.311636018E0;3.016734676E0;3.047795670E0;7.630628793E0,,,,,
3.660013958E0;-7.450841442E0;4.860859954E0;2.781084284E0;9.320806160E0,,,,,
3.670031958E0;-8.183124511E0;6.269661781E0;2.432072314E0;1.059184410E1,,,,,
3.680049958E0;-8.471948313E0;7.143981904E0;1.967843006E0;1.125534503E1,,,,,
3.690067958E0;-8.495212630E0;7.793190072E0;1.428816261E0;1.161653843E1,,,,,
3.700086958E0;-8.259875064E0;8.308274222E0;9.446666591E-1;1.175352508E1,,,,,
3.710104958E0;-7.828012580E0;8.590293619E0;6.706955159E-1;1.164133832E1,,,,,
3.720122958E0;-7.490945740E0;8.580876678E0;7.637001586E-1;1.141617057E1,,,,,
3.730140958E0;-7.417873671E0;8.469690118E0;9.559905962E-1;1.129931053E1,,,,,
3.740158958E0;-7.454387194E0;8.410637333E0;1.170440665E0;1.129940884E1,,,,,
3.750177958E0;-7.568146529E0;8.407942352E0;1.340906882E0;1.139159198E1,,,,,
3.760195958E0;-7.676436962E0;8.397451277E0;1.451087136E0;1.146954778E1,,,,,
3.770213958E0;-7.709166752E0;8.374027331E0;1.518686796E0;1.148311784E1,,,,,
3.780231958E0;-7.783284888E0;8.362532290E0;1.573530171E0;1.153201921E1,,,,,
3.790249958E0;-7.891884055E0;8.293973102E0;1.550714189E0;1.155320467E1,,,,,
3.800268958E0;-7.931041104E0;8.148694351E0;1.505889580E0;1.147041133E1,,,,,
3.810286958E0;-7.863654283E0;8.003123240E0;1.372015239E0;1.130351565E1,,,,,
3.820304958E0;-7.734807377E0;7.838448690E0;1.169099387E0;1.107408310E1,,,,,
3.830322958E0;-7.642914290E0;7.736069207E0;1.035622730E0;1.092398371E1,,,,,
3.840340958E0;-7.602807654E0;7.733759556E0;9.477833712E-1;1.088632235E1,,,,,
3.850359958E0;-7.554510237E0;7.747895785E0;9.257498932E-1;1.086082533E1,,,,,
3.860377958E0;-7.497080639E0;7.680825883E0;1.061819352E0;1.078558133E1,,,,,
3.870395958E0;-7.608520383E0;7.441712769E0;1.162557449E0;1.070608291E1,,,,,
3.880413958E0;-7.050418267E0;6.434280782E0;7.928707480E-2;9.545399592E0,,,,,
3.890431958E0;-4.846493930E0;4.816375507E0;-2.178644632E0;7.171643386E0,,,,,
3.900450958E0;-2.672152410E0;3.347449100E0;-6.414454043E0;7.713043151E0,,,,,
3.910468958E0;3.041546166E-1;1.592689158E0;-1.891482813E1;1.898420112E1,,,,,
3.920486958E0;8.182757306E-1;-1.002271235E-2;-1.370650616E1;1.373091354E1,,,,,
3.930504958E0;9.769948912E-1;-2.443713974E0;5.459464563E0;6.060693881E0,,,,,
3.940522958E0;9.606947250E0;-8.269316563E0;1.144246426E1;1.707644636E1,,,,,
3.950541958E0;2.366422671E1;-1.758821184E1;1.090930344E1;3.143809350E1,,,,,
3.960559958E0;3.306991747E1;-2.642997842E1;4.793026113E0;4.260441644E1,,,,,
3.970577958E0;3.389808669E1;-3.090625589E1;-5.509312077E0;4.620205032E1,,,,,
3.980595958E0;2.885828732E1;-2.759943325E1;-1.042332381E1;4.126954254E1,,,,,
3.990613958E0;2.486734980E1;-2.082262023E1;-1.127030001E1;3.433636937E1,,,,,
4.000632958E0;1.660805244E1;-1.217045781E1;-1.935274014E0;2.068073342E1,,,,,
4.010650958E0;1.139253722E1;-6.197849786E0;2.929027026E0;1.329595599E1,,,,,
4.020668958E0;9.026024036E0;-4.309169310E0;2.034984244E0;1.020682178E1,,,,,
4.030686958E0;7.889888985E0;-4.271871675E0;5.609947336E-1;8.989657997E0,,,,,
4.040704958E0;6.938686162E0;-4.468194864E0;-3.925820589E-2;8.252979596E0,,,,,
4.050723958E0;5.579105612E0;-4.551092595E0;4.000372589E-1;7.211025797E0,,,,,
4.060741958E0;3.843965417E0;-4.473743287E0;3.665982385E-1;5.909724477E0,,,,,
4.070759958E0;1.731024340E0;-3.841154661E0;-8.156094003E-1;4.291402228E0,,,,,
4.080781417E0;-5.036218536E-1;-2.934943238E0;-1.778966246E0;3.468753045E0,,,,,
4.090799417E0;-2.260195602E0;-2.234346231E0;-1.035488098E0;3.342607192E0,,,,,
4.100818417E0;-3.593764229E0;-1.055029492E0;5.043129945E-1;3.779227455E0,,,,,
4.110836417E0;-4.802866684E0;7.278339225E-1;1.196260800E0;5.002830250E0,,,,,
4.120854417E0;-5.903096323E0;2.521731618E0;1.061702335E0;6.506372907E0,,,,,
4.130872417E0;-6.847990585E0;4.290188078E0;9.380150858E-1;8.135143582E0,,,,,
4.140890417E0;-7.633446479E0;5.999146196E0;1.051232311E0;9.765467198E0,,,,,
4.150909417E0;-8.229895805E0;7.370788967E0;1.067774011E0;1.109954307E1,,,,,
4.160927417E0;-8.337710860E0;8.179971108E0;9.556339160E-1;1.171932532E1,,,,,
4.170945417E0;-8.196219935E0;8.577201118E0;8.296415484E-1;1.189263240E1,,,,,
4.180963417E0;-8.106787941E0;8.701969006E0;7.541879082E-1;1.191692388E1,,,,,
4.190981417E0;-7.980443645E0;8.700972641E0;8.565258765E-1;1.183756910E1,,,,,
4.201000417E0;-7.769252155E0;8.616855181E0;8.672145136E-1;1.163458350E1,,,,,
4.211018417E0;-7.671076820E0;8.595941445E0;8.337731910E-1;1.155122533E1,,,,,
4.221036417E0;-7.665945888E0;8.703726679E0;1.006447316E0;1.164192942E1,,,,,
4.231054417E0;-7.798703996E0;8.736523712E0;1.210913923E0;1.177339981E1,,,,,
4.241073417E0;-8.056235254E0;8.846593453E0;1.479053199E0;1.205623244E1,,,,,
4.251091417E0;-8.277617855E0;9.100775426E0;1.661009195E0;1.241378356E1,,,,,
4.261109417E0;-8.452633790E0;9.266613572E0;1.701366677E0;1.265747975E1,,,,,
4.271127417E0;-8.515680808E0;9.199285222E0;1.624523739E0;1.264051999E1,,,,,
4.281145417E0;-8.385587862E0;8.989042736E0;1.403474429E0;1.237298321E1,,,,,
4.291164417E0;-8.137660071E0;8.771208810E0;1.169443204E0;1.202178077E1,,,,,
4.301182417E0;-7.860932404E0;8.597362318E0;1.037949775E0;1.169556484E1,,,,,
4.311200417E0;-7.548356627E0;8.511964318E0;1.021115715E0;1.142251731E1,,,,,
4.321218417E0;-7.167920989E0;8.401504567E0;1.062780635E0;1.109476782E1,,,,,
4.331236417E0;-6.768556745E0;8.146471240E0;1.096743602E0;1.064806088E1,,,,,
4.341255417E0;-6.441227274E0;7.770851369E0;1.102110103E0;1.015333376E1,,,,,
4.351273417E0;-5.463057092E0;7.030478677E0;6.597577143E-1;8.927928285E0,,,,,
4.361291417E0;-3.727297093E0;5.582171892E0;-1.209826341E0;6.820342105E0,,,,,
4.371309417E0;-2.525669133E0;4.228656074E0;-5.599342825E0;7.457424276E0,,,,,
4.381327417E0;-1.695335859E-1;2.424128725E0;-1.541596655E1;1.560631816E1,,,,,
4.391346417E0;2.458660626E0;-1.801164615E-1;-1.188764904E1;1.214057880E1,,,,,
4.401364417E0;2.128228038E0;-2.728922442E0;2.602780459E0;4.330223827E0,,,,,
4.411382417E0;8.233119375E0;-1.072232235E1;1.102789316E1;1.744611357E1,,,,,
4.421400417E0;1.826848393E1;-2.082198406E1;1.455451498E1;3.129099601E1,,,,,
4.431419417E0;2.706094211E1;-2.881830874E1;8.238032205E0;4.038136551E1,,,,,
4.441437417E0;3.150985461E1;-3.350021407E1;-8.231986184E0;4.672152477E1,,,,,
4.451455417E0;2.906985595E1;-2.651478410E1;-1.628536683E1;4.258290119E1,,,,,
4.461473417E0;2.276807074E1;-1.331835512E1;-7.657873807E0;2.746646427E1,,,,,
4.471491417E0;1.594272584E1;-6.593065431E0;1.481245905E0;1.731568966E1,,,,,
4.481510417E0;1.201059259E1;-3.870231695E0;2.290829165E0;1.282501174E1,,,,,
4.491528417E0;9.390316681E0;-3.464025038E0;1.919156749E0;1.019120599E1,,,,,
4.501546417E0;7.383698450E0;-4.875076289E0;3.051949532E0;9.359474749E0,,,,,
4.511564417E0;5.410021092E0;-6.178429429E0;3.556282407E0;8.949215775E0,,,,,
4.521582417E0;3.651937593E0;-6.919202655E0;3.272357987E0;8.480586086E0,,,,,
4.531601417E0;2.533249463E0;-7.083453866E0;2.169995284E0;7.829530704E0,,,,,
4.541619417E0;1.367463766E0;-6.492590970E0;3.291234334E-1;6.643193275E0,,,,,
4.551637417E0;-1.987585545E-1;-5.335581359E0;-1.036548856E0;5.438967451E0,,,,,
4.561655417E0;-1.686932241E0;-4.160061218E0;-1.638157107E0;4.778640855E0,,,,,
4.571673417E0;-2.749922717E0;-2.942874402E0;-1.903119006E0;4.454710613E0,,,,,
4.581692417E0;-3.371830235E0;-1.347185622E0;-1.475397520E0;3.919304285E0,,,,,
4.591710417E0;-3.744079771E0;6.380224442E-1;-4.967408137E-1;3.830399119E0,,,,,
4.601728417E0;-4.153184307E0;2.782822661E0;4.279261752E-1;5.017585342E0,,,,,
4.611746417E0;-4.672419981E0;4.749639480E0;9.179882991E-1;6.725569581E0,,,,,
4.621765417E0;-5.282801467E0;6.543843570E0;1.053591077E0;8.475844157E0,,,,,
4.631783417E0;-5.940344256E0;8.102350489E0;9.859387191E-1;1.009494173E1,,,,,
4.641801417E0;-6.469216141E0;9.373490734E0;8.847795495E-1;1.142348112E1,,,,,
4.651819417E0;-6.636234840E0;1.020843161E1;7.751782429E-1;1.220051598E1,,,,,
4.661837417E0;-6.588706917E0;1.056170635E1;6.292773485E-1;1.246421637E1,,,,,
4.671856417E0;-6.457448620E0;1.050398848E1;5.794590712E-1;1.234375103E1,,,,,
4.681874417E0;-6.336368571E0;1.028827534E1;5.369965545E-1;1.209489733E1,,,,,
4.691892417E0;-6.305927966E0;1.020666926E1;3.944894207E-1;1.200401795E1,,,,,
4.701910417E0;-6.289096171E0;1.032121037E1;4.721299195E-1;1.209557856E1,,,,,
4.711928417E0;-6.183407748E0;1.039661372E1;5.788322496E-1;1.211029129E1,,,,,
4.721947417E0;-6.130758249E0;1.040412974E1;7.133462763E-1;1.209714740E1,,,,,
4.731965417E0;-6.215151697E0;1.036753318E1;7.895682406E-1;1.211351612E1,,,,,
4.741983417E0;-6.383225818E0;1.024302140E1;7.499147630E-1;1.209245349E1,,,,,
4.752001417E0;-6.524880465E0;9.982476490E0;7.288636172E-1;1.194801842E1,,,,,
4.762019417E0;-6.487614990E0;9.450102707E0;6.254648908E-1;1.147975591E1,,,,,
4.772038417E0;-6.361326826E0;8.534625202E0;5.119939701E-1;1.065684964E1,,,,,
4.782056417E0;-6.211546304E0;7.834336343E0;5.014373338E-1;1.001057305E1,,,,,
4.792074417E0;-6.049242216E0;7.478247342E0;4.851225789E-1;9.630828553E0,,,,,
4.802092417E0;-5.941783256E0;7.222576084E0;4.115844134E-1;9.361612856E0,,,,,
4.812111417E0;-5.880757620E0;6.858431958E0;1.571415818E-1;9.035822740E0,,,,,
4.822129417E0;-5.666594576E0;6.218288144E0;-6.811467560E-1;8.440459847E0,,,,,
4.832147417E0;-5.094849737E0;5.006055674E0;-2.716597681E0;7.641857772E0,,,,,
4.842165417E0;-3.975985606E0;3.254363181E0;-5.356881012E0;7.422635343E0,,,,,
4.852183417E0;-2.420139754E0;1.277592646E0;-7.193671542E0;7.696637556E0,,,,,
4.862202417E0;-8.973587376E-1;-4.812609315E-2;-6.289763339E0;6.353636099E0,,,,,
4.872220417E0;1.944772232E-1;-7.285157079E-1;-6.629339218E-1;1.004010912E0,,,,,
4.882238417E0;2.597118600E0;-3.874973202E0;5.123920923E0;6.929286252E0,,,,,
4.892256417E0;7.524171959E0;-9.580946437E0;1.057303825E1;1.613061797E1,,,,,
4.902275417E0;1.523873744E1;-1.553547779E1;9.367745844E0;2.369229519E1,,,,,
4.912293417E0;2.427262716E1;-2.243039638E1;1.644107233E0;3.309057569E1,,,,,
4.922311417E0;3.162882674E1;-2.885174312E1;-7.474184697E0;4.345882187E1,,,,,
4.932329417E0;3.075119709E1;-2.812923074E1;-8.606788030E0;4.255545259E1,,,,,
4.942347417E0;2.028610077E1;-1.808428962E1;-8.294427431E-1;2.718925139E1,,,,,
4.952366417E0;1.171585550E1;-9.397939112E0;3.951150727E0;1.553042568E1,,,,,
4.962384417E0;7.904426333E0;-5.680050774E0;3.579118123E0;1.037077716E1,,,,,
4.972402417E0;6.099698424E0;-5.060256439E0;1.672114227E0;8.099906301E0,,,,,
4.982420417E0;5.103231136E0;-6.474778013E0;1.325462047E0;8.350004070E0,,,,,
4.992438417E0;4.308575233E0;-7.863736144E0;1.963357022E0;9.179157776E0,,,,,
5.002457417E0;3.624693076E0;-8.424835542E0;2.265132991E0;9.447067338E0,,,,,
5.012475417E0;2.966559134E0;-8.175454718E0;1.597447622E0;8.842531982E0,,,,,
5.022493417E0;2.103745746E0;-7.138360975E0;1.151305433E-1;7.442795081E0,,,,,
5.032511417E0;1.126101229E0;-5.659518276E0;-1.046527568E0;5.864594704E0,,,,,
5.042530417E0;1.415359479E-1;-3.986946212E0;-1.284877692E0;4.191262722E0,,,,,
5.052548417E0;-7.287601215E-1;-2.248788854E0;-8.474369645E-1;2.511233170E0,,,,,
5.062566417E0;-1.473246914E0;-3.796947956E-1;-6.579060473E-2;1.522810892E0,,,,,
5.072584417E0;-2.355013466E0;1.802279094E0;6.668128916E-1;3.039562106E0,,,,,
5.082598917E0;-3.282574242E0;3.826666430E0;8.210788858E-1;5.108115128E0,,,,,
5.092617917E0;-4.209616370E0;5.573330317E0;5.074986307E-1;7.002887666E0,,,,,
5.102635917E0;-5.111635923E0;7.170724729E0;1.672034705E-1;8.807727968E0,,,,,
5.112653917E0;-5.880561739E0;8.542581509E0;1.611376055E-1;1.037220664E1,,,,,
5.122671917E0;-6.322900094E0;9.608150607E0;4.384207578E-1;1.151033607E1,,,,,
5.132690917E0;-6.501969904E0;1.038657289E1;6.463418627E-1;1.227087066E1,,,,,
5.142708917E0;-6.338069526E0;1.083720844E1;8.213630605E-1;1.258136914E1,,,,,
5.152726917E0;-6.056347752E0;1.102929181E1;8.911472404E-1;1.261422885E1,,,,,
5.162744917E0;-5.822642729E0;1.091861221E1;7.315907586E-1;1.239574467E1,,,,,
5.172762917E0;-5.787588671E0;1.086194216E1;4.704950380E-1;1.231662842E1,,,,,
5.182781917E0;-5.770626483E0;1.082963513E1;2.572330499E-1;1.227384601E1,,,,,
5.192799917E0;-5.768052539E0;1.088373123E1;-6.341188431E-2;1.231787549E1,,,,,
5.202817917E0;-5.874967123E0;1.089326219E1;-2.657091737E-1;1.237937806E1,,,,,
5.212835917E0;-6.064818029E0;1.073610307E1;-2.228666063E-1;1.233270434E1,,,,,
5.222853917E0;-6.193181369E0;1.046370702E1;-9.823092062E-2;1.215953574E1,,,,,
5.232872917E0;-6.160867901E0;9.999773723E0;2.491381645E-2;1.174531347E1,,,,,
5.242890917E0;-6.114843882E0;9.338172966E0;1.358062978E-1;1.116294018E1,,,,,
5.252908917E0;-6.008684174E0;8.660823319E0;2.327331432E-1;1.054363840E1,,,,,
5.262926917E0;-5.862469284E0;8.166029592E0;2.805727228E-1;1.005640624E1,,,,,
5.272945917E0;-5.772845501E0;7.788324603E0;1.602767857E-1;9.695846222E0,,,,,
5.282963917E0;-5.711047449E0;7.461098043E0;-1.766758867E-1;9.397619983E0,,,,,
5.292981917E0;-5.652144352E0;7.108482873E0;-5.677367925E-1;9.099427982E0,,,,,
5.302999917E0;-5.431721864E0;6.673917221E0;-1.079706131E0;8.672400983E0,,,,,
5.313017917E0;-4.970406954E0;6.085542315E0;-1.829406667E0;8.067558448E0,,,,,
5.323036917E0;-4.248075846E0;5.221429092E0;-2.709736558E0;7.256179599E0,,,,,
5.333054917E0;-3.176548435E0;3.965444831E0;-3.878561053E0;6.392061366E0,,,,,
5.343072917E0;-1.748824434E0;2.491213830E0;-4.162918167E0;5.156977886E0,,,,,
5.353090917E0;8.400051534E-2;5.486629558E-1;-9.967047588E-1;1.140836317E0,,,,,
5.363109917E0;3.214175853E0;-3.696019751E0;3.711110830E0;6.145228394E0,,,,,
5.373127917E0;8.449528334E0;-1.045993439E1;8.573014512E0;1.594682835E1,,,,,
5.383145917E0;1.516183253E1;-1.803291131E1;6.448344505E0;2.442638333E1,,,,,
5.393163917E0;2.236324461E1;-2.595888697E1;-1.076898006E0;3.428028926E1,,,,,
5.403182917E0;2.700648816E1;-3.048364955E1;-7.425124218E0;4.139729172E1,,,,,
5.413200917E0;2.462646089E1;-2.581157923E1;-5.997069849E0;3.617547574E1,,,,,
5.423218917E0;1.649767338E1;-1.421921108E1;1.179948238E0;2.181172777E1,,,,,
5.433236917E0;1.163328697E1;-8.012451303E0;3.790370423E0;1.462530853E1,,,,,
5.443254917E0;9.358264584E0;-6.621042604E0;2.275746857E0;1.168735834E1,,,,,
5.453273917E0;8.135024731E0;-6.982875325E0;1.722606103E0;1.085847811E1,,,,,
5.463291917E0;7.404273047E0;-8.174412160E0;2.703118680E0;1.135566485E1,,,,,
5.473309917E0;6.745156188E0;-8.942654436E0;3.258819344E0;1.166568060E1,,,,,
5.483327917E0;6.133836808E0;-8.976156058E0;3.088798685E0;1.130203561E1,,,,,
5.493345917E0;5.434191728E0;-8.346896251E0;2.123616339E0;1.018385306E1,,,,,
5.503364917E0;4.438859968E0;-7.264090730E0;5.885222920E-1;8.533278997E0,,,,,
5.513382917E0;3.154825444E0;-5.994509938E0;-9.499924493E-1;6.840289368E0,,,,,
5.523400917E0;1.931925314E0;-4.865346522E0;-1.731849382E0;5.513912811E0,,,,,
5.533418917E0;9.582826316E-1;-3.630158468E0;-1.499062371E0;4.042714942E0,,,,,
5.543437917E0;3.339461803E-2;-2.014154123E0;-9.436949980E-1;2.224520686E0,,,,,
5.553455917E0;-9.351919770E-1;1.465429187E-2;-2.203827274E-1;9.609200428E-1,,,,,
5.563473917E0;-2.031543742E0;2.105744909E0;6.859684432E-1;3.005309353E0,,,,,
5.573491917E0;-3.256268204E0;3.924717219E0;1.127112797E0;5.222745554E0,,,,,
5.583509917E0;-4.337730035E0;5.353715329E0;1.219916296E0;6.997597120E0,,,,,
5.593528917E0;-5.096794521E0;6.603599190E0;1.174188658E0;8.423986921E0,,,,,
5.603546917E0;-5.595042783E0;7.678748367E0;1.022232460E0;9.555764722E0,,,,,
5.613564917E0;-6.144893308E0;8.865072994E0;4.947703385E-1;1.079787158E1,,,,,
5.623582917E0;-6.573895335E0;9.945669436E0;-3.264964622E-2;1.192197578E1,,,,,
5.633601917E0;-6.695835509E0;1.049660696E1;-3.545961706E-1;1.245546905E1,,,,,
5.643619917E0;-6.743423658E0;1.047338065E1;-4.915333200E-1;1.246623720E1,,,,,
5.653637917E0;-6.791700025E0;1.037117015E1;-2.925572491E-1;1.240056246E1,,,,,
5.663655917E0;-6.782938557E0;1.012801603E1;3.955875278E-2;1.218960742E1,,,,,
5.673674917E0;-6.758581980E0;9.842464911E0;3.220481928E-1;1.194387964E1,,,,,
5.683692917E0;-6.722208790E0;9.644753008E0;6.100890525E-1;1.177206695E1,,,,,
5.693710917E0;-6.740828079E0;9.522796462E0;9.584930583E-1;1.170645653E1,,,,,
5.703728917E0;-6.720356392E0;9.508351500E0;1.448044245E0;1.173323359E1,,,,,
5.713746917E0;-6.598350145E0;9.311899087E0;1.979018204E0;1.158301352E1,,,,,
5.723765917E0;-6.411565518E0;8.933465536E0;2.461902323E0;1.126836021E1,,,,,
5.733783917E0;-6.324574737E0;8.733544555E0;2.726988183E0;1.112256763E1,,,,,
5.743801917E0;-6.256500283E0;8.634556457E0;2.822580804E0;1.103024584E1,,,,,
5.753819917E0;-6.095653905E0;8.584142933E0;2.818708777E0;1.089906535E1,,,,,
5.763838917E0;-5.905564433E0;8.626705985E0;2.646387824E0;1.078420678E1,,,,,
5.773856917E0;-5.762486574E0;8.617540475E0;2.216010532E0;1.060089421E1,,,,,
